161970,3
155426,51
175155,39
175155,4
175155,5
175155,12
175155,16
9609,1
9609,3
9609,5
9609,24
9609,13
9609,16
103343,39
103343,3
103343,35
103343,24
103343,15
103343,16
155068,1
155068,3
155068,4
155068,5
128882,39
128882,8
128882,42
128882,3
128882,21
128882,35
128882,43
128882,44
147020,8
147020,4
147020,12
146652,8
146652,4
146652,19
146652,17
146652,12
70149,23
70149,10
70149,11
70149,21
70149,33
70149,13
198928,7
148949,10
14996,52
14996,34
43111,3
43111,4
43111,19
43111,31
43111,16
123260,23
123260,10
197376,23
197376,10
197376,21
17133,52
17133,38
17133,32
14105,22
14105,16
126042,8
126042,9
126042,10
171131,42
171131,4
171131,30
171131,54
39463,39
39463,35
39463,12
39463,36
91,16
91,55
196340,10
182874,10
21050,16
21050,56
77423,1
77423,8
77423,27
77423,3
77423,24
54043,25
54043,8
9216,10
9216,26
9216,30
9216,41
172287,1
172287,20
172287,3
172287,4
172287,21
172287,31
43015,41
176189,1
176189,3
176189,4
176189,19
176189,21
176189,5
176189,50
31627,52
31627,38
31627,34
104006,26
104006,21
27833,10
27833,52
27833,38
148228,8
148228,10
148228,41
224037,42
224037,45
146886,10
146886,26
155821,22
155821,8
155821,5
155821,31
4098,10
4098,52
4098,38
10630,5
10630,16
10630,56
555,23
555,41
128621,10
128621,26
215,8
188,40
161533,23
161533,10
161533,15
129437,8
129437,57
9209,52
9209,34
170042,21
170042,30
31481,58
31481,54
31481,12
31481,36
31481,38
20551,10
20551,21
20551,13
154203,22
154203,8
154203,23
154203,9
54998,22
54998,23
54998,9
54998,4
54998,5
54998,31
54998,30
7854,40
200680,25
200680,10
200680,26
146439,3
146439,5
146439,16
12,22
12,31
140620,18
140620,59
97207,25
97207,3
97207,58
822,23
822,21
822,13
22545,9
22545,2
22545,41
22545,32
234,22
234,15
234,16
101721,8
101721,3
101721,4
24181,10
24181,30
24181,15
25021,60
25021,41
25021,16
93260,8
93260,3
93260,4
192291,8
192291,43
195421,1
195421,2
59294,1
59294,3
59294,4
59294,16
193037,39
193037,42
193037,19
193037,37
193037,12
193037,50
38453,61
38453,54
38453,12
38453,36
19857,22
19857,8
19857,23
19857,10
118048,8
155873,10
155873,11
199561,20
199561,29
176494,10
176494,13
463,8
463,27
463,3
463,4
172818,1
172818,62
172818,23
172818,10
172818,2
172818,3
172818,26
172818,35
181304,42
181304,28
181304,43
127060,20
27708,15
203993,41
108745,8
108745,20
108745,3
82222,1
82222,2
82222,4
82222,5
82222,12
82222,36
82222,38
48726,20
48726,12
66589,10
66589,2
66589,30
66589,41
92828,8
92828,58
92828,43
54138,10
54138,4
54138,30
54138,15
421,10
421,52
421,38
182631,8
182631,12
156129,39
156129,42
156129,28
156129,43
156129,44
17392,35
17392,15
17392,33
17392,41
17392,16
191189,8
191189,3
191189,12
181279,1
181279,42
181279,4
181279,19
181279,24
3,40
3,21
188920,1
188920,2
188920,37
188920,14
188920,32
163068,63
77130,23
77130,9
77130,2
77130,35
77130,32
41114,39
41114,8
41114,42
41114,35
41114,43
41114,12
41114,44
160477,40
160477,22
119890,25
119890,26
760,22
760,8
760,42
198994,8
198994,3
198994,4
163745,27
163745,4
163745,5
163745,17
163745,12
163745,16
204583,23
204583,3
204583,21
204583,13
45315,10
45315,3
45315,4
45315,58
59959,39
59959,42
59959,28
59959,51
40692,3
40692,4
40692,13
1,10
1,35
1,15
175640,10
175640,11
188834,39
188834,8
188834,42
188834,58
188834,43
188834,15
188834,64
188834,56
203420,42
203420,29
203420,54
37046,3
37046,4
37046,19
37046,31
176920,12
36932,19
36932,1
36932,3
36932,4
36932,5
19777,10
19777,11
19777,38
39856,8
39856,58
39856,43
15985,27
15985,65
15985,3
15985,4
15985,5
15985,66
136888,8
136888,23
136888,20
136888,10
136888,41
144344,46
144344,10
172081,2
172081,67
172081,44
25292,1
25292,30
25292,68
25292,38
123123,8
123123,4
198773,8
198773,42
198773,43
198773,44
33160,2
33160,30
33160,41
233371,12
2655,40
2655,25
176734,9
176734,20
176734,10
176734,6
176734,11
143693,23
143693,10
143693,21
21241,4
21241,12
209685,8
209685,10
209685,21
5,10
243,16
243,56
13122,23
13122,9
13122,10
13122,6
13122,21
40765,22
40765,23
40765,9
40765,10
40765,2
40765,21
40765,13
124708,1
124708,2
124708,3
124708,4
124708,5
129622,8
129622,42
129622,41
70919,25
70919,6
70919,26
70919,13
54,2
54,13
63628,49
63628,10
63628,4
63628,11
63628,35
63628,56
25554,10
25554,41
121,39
121,4
121,35
121,24
121,15
121,12
31594,10
31594,21
139976,3
139976,4
139976,19
139976,5
109276,10
109276,11
118,8
118,10
46213,58
46213,43
46213,54
54625,4
54625,5
54625,12
54625,16
70323,20
70323,4
70323,17
70323,12
71,22
71,9
71,10
71,35
8217,8
8217,23
8217,10
2653,1
2653,25
2653,39
2653,30
163967,20
163967,12
163967,36
24480,10
24480,21
24480,24
24480,33
9217,46
9217,8
9217,10
105134,12
105134,16
182134,25
182134,8
182134,69
182134,6
182134,4
182134,48
206718,3
21348,52
21348,38
21348,34
15987,1
15987,3
15987,4
15987,19
15987,24
90137,8
90137,3
90137,4
90137,66
39683,10
39683,26
183562,49
183562,27
183562,5
183562,17
183562,12
183562,16
55670,20
55670,30
79828,46
79828,70
79828,8
79828,13
79828,16
157969,39
157969,8
157969,58
157969,21
157969,35
157969,24
157969,43
154809,10
154809,11
176396,23
176396,6
144592,10
66188,41
96913,21
128996,46
128996,70
128996,71
128996,69
128996,16
712,3
712,4
712,5
712,66
712,16
25417,3
25417,21
25417,5
25417,16
40354,46
40354,35
40354,15
40354,16
192458,8
192458,23
192458,10
192458,12
100901,1
66362,23
66362,10
66362,26
83330,1
83330,2
83330,3
83330,4
83330,19
83330,5
83330,28
83330,29
18833,1
18833,39
18833,42
18833,3
18833,17
18833,24
172,8
172,10
5404,22
5404,10
189932,3
150658,20
150658,6
150658,7
65781,23
65781,10
136063,1
136063,3
136063,12
147949,39
147949,8
147949,42
147949,19
147949,43
137408,30
137408,41
27162,23
27162,20
27162,3
27162,21
17226,1
17226,2
17226,3
17226,4
17226,5
11170,1
11170,3
11170,4
11170,5
11170,12
875,23
875,9
875,10
875,11
875,38
102652,8
102652,57
102652,4
138161,17
138161,12
138161,36
138161,34
151347,8
151347,54
73171,1
73171,39
73171,4
73171,5
73171,12
73171,44
73171,50
98778,8
98778,42
98778,72
146791,1
146791,18
146791,2
146791,4
146791,19
146791,5
166669,8
166669,23
166669,10
128671,22
128671,4
128671,5
128671,17
128671,35
63888,8
63888,9
161614,10
13,35
58421,22
58421,26
105551,9
105551,10
105551,2
105551,30
105551,35
105551,41
199042,8
199042,17
199042,24
205359,8
205359,27
205359,20
205359,4
205359,17
205359,12
169426,20
169426,3
97786,3
97786,4
97786,13
133038,1
133038,8
133038,3
133038,4
127398,1
127398,3
127398,4
127398,29
171668,8
171668,55
34219,8
34219,21
34219,33
50,8
50,2
36553,58
36553,17
36553,43
62227,14
62227,15
62227,16
95527,20
95527,10
95527,26
95527,30
42052,10
42052,11
62222,73
62222,16
158899,18
158899,4
158899,52
125618,8
125618,68
221194,20
221194,10
221194,12
90419,49
90419,10
199478,8
199478,59
199478,66
192153,19
192153,31
192153,24
162082,9
162082,31
3685,21
3685,16
43570,1
43570,8
43570,4
43570,24
43570,68
158600,8
158600,21
141572,8
141572,64
141572,45
475,39
475,15
119506,74
119506,10
119506,69
119506,15
27173,10
27173,21
27173,30
27173,13
169255,8
169255,27
169255,3
169255,4
169255,21
169255,35
169255,24
6472,39
6472,3
6472,35
6472,24
6472,15
6472,16
177639,25
177639,4
177639,12
34119,1
34119,47
34119,62
34119,2
34119,3
34119,34
234669,1
234669,2
234669,3
150,53
150,75
150,43
150,59
150,66
163968,22
163968,8
163968,31
133848,12
478,39
478,8
478,23
478,3
478,21
15062,1
15062,42
15062,3
15062,21
15062,31
128271,23
128271,6
128271,12
128271,13
116998,8
116998,3
218603,40
218603,10
218603,6
155987,8
155987,31
155987,12
39351,10
39351,11
192135,1
192135,20
192135,3
192135,16
160010,1
160010,3
160010,4
160010,5
160010,24
113924,19
113924,5
113924,50
97842,8
97842,10
97842,58
192836,9
155703,25
155703,8
155703,69
155703,6
155703,4
155703,48
155703,64
209778,2
209778,3
209778,58
209778,67
209778,43
209778,54
9674,40
140603,39
140603,2
140603,30
140603,68
140603,41
9625,46
9625,9
9625,4
9625,15
9625,13
194594,22
194594,20
194594,3
18,67
18,5
18,59
18,12
39938,18
39938,23
39938,10
15363,2
15363,4
15363,12
15363,16
206941,52
22827,9
22827,4
22827,5
22827,12
22827,36
22827,13
22827,32
22827,16
204305,42
204305,28
204305,24
204305,51
204305,29
204305,44
133473,8
111341,9
111341,10
111341,11
111341,38
31999,40
119432,52
21790,41
21790,38
1513,22
1513,35
1513,15
1513,16
3307,10
3307,41
3307,13
42776,4
42776,5
42776,12
42776,32
2346,40
27746,22
27746,35
191862,22
20437,23
20437,20
20437,10
186751,22
186751,8
186751,20
186751,4
186751,5
186751,31
186751,16
140934,8
159508,30
159508,12
181521,1
181521,8
181521,2
181521,3
181521,4
220877,20
220877,10
220877,13
134726,8
134726,3
134726,19
134726,58
134726,68
134726,48
134726,12
134726,44
50750,23
50750,10
50750,3
219513,25
219513,29
31730,10
31730,51
31730,52
31730,38
192457,4
192457,5
192457,12
192457,16
47,23
47,10
47,35
121288,8
121288,58
121288,43
151022,8
151022,12
151022,66
372,8
372,42
58281,8
58281,3
58281,4
65532,1
65532,3
65532,4
65532,5
11,8
11,26
11,35
143519,20
143519,4
143519,12
143519,36
121408,8
121408,13
121408,52
163166,39
163166,8
163166,42
163166,19
163166,43
128780,8
128780,60
128780,10
128780,15
128780,51
128780,16
131357,39
131357,8
131357,42
131357,43
131357,15
183251,29
135219,1
135219,3
135219,4
135219,5
135219,24
135219,16
217372,1
217372,59
30869,22
30869,2
30869,34
195539,10
195539,76
195539,17
153938,25
153938,20
153938,59
150997,1
150997,18
150997,2
150997,19
150997,5
586,8
586,16
586,56
194607,8
194607,3
167400,8
167400,20
167400,3
167400,4
155624,42
155624,4
155624,5
155624,12
155624,44
1353,58
1353,43
18098,73
18098,16
42215,1
42215,2
12942,8
4390,48
6249,47
6249,23
6249,21
24800,16
24800,56
166384,39
166384,42
166384,58
166384,43
166384,44
36235,40
36235,21
174785,22
174785,9
174785,10
174785,31
174785,16
70512,3
70512,33
160495,22
160495,8
91312,23
91312,3
91312,24
28023,30
28023,68
28023,59
28023,38
20963,1
20963,42
20963,4
20963,19
20963,24
156009,8
156009,30
156009,68
172308,8
172308,3
126792,25
126792,6
126792,26
79127,4
79127,5
79127,17
79127,12
79127,36
180974,3
180974,29
130960,10
130960,35
130960,15
130960,13
130960,16
130960,56
88,40
88,21
9823,16
9823,56
137988,19
137988,5
137988,50
113997,42
113997,28
24508,23
24508,13
15364,10
21763,42
21763,28
171,40
181530,1
181530,2
181530,3
30380,10
30380,26
26997,15
3201,1
3201,39
3201,42
3201,3
3201,17
3201,24
162007,59
162007,12
144189,14
144189,15
144189,77
144189,16
113294,1
113294,20
113294,61
113294,2
113294,54
10547,1
10547,2
10547,19
10547,5
68425,8
68425,9
68425,12
68425,36
160499,20
160499,4
160499,17
160499,12
37904,59
37904,66
110277,8
110277,23
110277,12
180511,41
148575,27
148575,57
148575,20
148575,4
2163,4
2163,5
2163,12
38996,46
38996,71
38996,16
31563,1
31563,2
31563,3
31563,24
503,40
503,25
503,47
92415,39
92415,8
123540,34
55600,10
55600,11
55600,30
84419,39
84419,12
84419,36
84419,16
168584,8
168584,42
46,41
41002,30
41002,41
28181,16
28181,56
22345,20
22345,10
82421,8
82421,3
82421,4
13004,22
146278,40
146278,8
146278,3
146278,4
103886,8
103886,27
103886,17
103886,12
228341,36
107529,21
107529,13
144797,3
144797,15
158889,8
158889,3
158889,4
156689,8
156689,57
117915,21
47185,8
47185,27
47185,3
47185,4
47185,31
43528,10
43528,21
43528,24
43528,33
73761,2
73761,66
82420,8
82420,3
82420,4
139898,10
139898,11
156336,8
156336,2
156336,3
41066,35
41066,78
41066,15
41066,33
41066,41
41066,16
35570,10
35570,11
143741,18
143741,39
143741,42
143741,20
143741,4
143741,43
65901,10
65901,11
65901,38
100423,1
100423,8
100423,20
100423,3
100423,4
100423,19
100423,24
132028,16
132028,56
156546,8
156546,58
156546,37
156546,43
156546,64
227789,10
227789,26
227789,11
165722,53
91872,1
91872,2
91872,3
91872,4
91872,5
91872,24
151004,8
151004,3
151004,19
151004,58
151004,31
151004,68
151004,48
151004,12
151004,44
151004,50
143515,11
143515,38
30957,22
30957,15
12891,46
12891,16
131287,10
131287,30
131287,38
170416,1
170416,2
170416,3
117959,20
232043,23
232043,3
232043,21
232043,13
168435,23
168435,35
94,10
94,52
29603,16
29603,56
156943,46
156943,8
156943,23
156943,10
1035,16
1035,56
5782,25
5782,8
528,40
163602,20
163602,61
163602,5
163602,54
163602,12
163602,32
137269,23
137269,10
137269,11
137269,12
193042,53
193042,43
111799,10
111799,14
111799,15
111799,16
179803,1
179803,3
179803,4
179803,5
162286,12
162286,32
173442,9
173442,2
173442,41
12962,25
12962,6
12962,13
27976,1
27976,3
27976,4
27976,5
27976,12
171499,10
171499,26
171499,13
158275,27
158275,57
158275,20
158275,4
12002,8
12002,10
2181,8
26566,18
26566,23
26566,10
69789,8
69789,3
177590,39
177590,14
177590,15
177590,16
7717,23
7717,21
193558,22
193558,31
21882,23
21882,3
483,39
483,35
483,15
483,51
483,16
132018,15
132018,16
132018,56
1345,35
1345,41
20100,39
20100,43
20100,79
155362,39
155362,4
155362,58
155362,76
155362,35
155362,43
170771,1
170771,3
170771,4
170771,5
212445,3
212445,4
212445,5
212445,66
148319,39
148319,42
148319,28
9440,23
12902,23
12902,21
179275,8
179275,20
179275,3
179275,21
179275,32
69779,22
69779,9
69779,10
69779,4
69779,13
2955,40
2955,23
2955,13
234487,63
1041,21
1041,15
491,21
491,13
200147,63
145659,26
203416,42
203416,54
98351,8
98351,9
98351,12
98351,36
119788,9
119788,2
119788,4
2453,40
2453,13
71721,8
71721,4
71721,12
169124,53
169124,18
169124,4
8125,26
8125,35
201921,1
201921,3
201921,32
66356,1
66356,2
66356,3
66356,4
66356,5
108784,8
108784,3
165401,15
106217,63
156566,3
53953,8
53953,3
53953,4
13642,46
13642,8
13642,15
52461,46
52461,8
52461,10
171273,53
171273,20
171273,54
129948,23
129948,10
129948,21
40628,10
40628,26
17405,10
17405,52
29368,4
29368,19
29368,5
29368,50
108906,59
108906,66
161417,8
161417,80
240,9
240,21
240,16
218417,8
218417,3
218417,12
85897,8
85897,3
232832,8
232832,10
232832,3
72225,10
72225,6
72225,11
699,1
699,2
699,3
699,4
699,5
213893,31
202408,4
202408,5
202408,12
202408,32
169654,20
169654,2
169654,30
169654,43
72321,10
72321,17
939,4
939,5
939,17
939,12
939,16
89409,8
89409,4
89409,64
95064,8
95064,3
2398,8
194879,39
194879,8
194879,42
194879,12
174570,8
174570,17
174570,12
45986,3
45986,4
45986,21
203417,42
203417,29
203417,54
170561,8
170561,20
170561,3
168917,25
168917,8
168917,3
168917,58
191977,8
45,39
45,20
45,17
45,43
554,23
554,9
554,41
554,13
229220,9
229220,26
196326,8
196326,42
147151,42
147151,43
153016,43
160851,63
19600,22
19600,9
19600,4
19600,30
19600,13
8051,22
8051,23
8051,13
37380,22
37380,23
37380,9
37380,20
160018,8
160018,3
160018,58
160018,31
160018,12
160018,50
171669,18
171669,20
432,8
51,40
51,67
51,29
51,54
1822,46
1822,70
1822,16
904,17
173,59
173,66
30645,35
30645,15
30645,13
172047,3
172047,4
172047,19
172047,5
26990,10
26990,11
26990,30
26990,38
122298,8
122298,69
65244,1
65244,3
1301,8
1301,27
1301,12
22825,5
22825,16
22825,56
131646,10
131646,2
131646,12
131646,36
131646,38
175117,1
175117,49
175117,8
175117,3
161866,19
161866,5
161866,50
67492,3
67492,4
67492,21
67492,5
67492,24
67492,16
66505,10
224597,8
224597,27
224597,20
224597,3
224597,4
224597,5
8045,10
8045,35
8045,41
98229,43
98229,54
16747,53
16747,20
16747,43
104710,3
104710,4
154458,9
154458,2
156776,8
156776,27
156776,4
60,22
60,9
60,13
104363,4
104363,35
104363,15
104363,12
184921,25
184921,21
184921,13
141517,39
141517,3
141517,19
141517,28
141517,24
141517,15
141517,44
141517,50
224,22
224,9
224,21
224,41
224,16
205398,39
205398,8
205398,23
205398,3
205398,21
91514,53
91514,25
91514,75
91514,43
72287,39
72287,42
72287,28
72287,51
38054,25
38054,59
38054,66
27588,25
55427,42
55427,28
154825,10
154825,11
203427,25
203427,8
221965,25
221965,8
221965,3
198953,41
38823,16
38823,56
165838,4
165838,5
165838,12
59946,1
59946,2
59946,3
59946,4
59946,19
59946,5
183840,8
183840,10
183840,21
180680,59
180680,66
180680,38
187617,1
187617,2
187617,30
187617,24
187617,12
187617,34
187617,16
15512,1
15512,39
15512,2
135382,1
135382,8
135382,3
135382,12
15817,30
15817,68
15817,38
215311,59
177678,20
177678,41
220520,10
220520,3
220520,26
193949,9
193949,2
193949,17
193949,35
193949,12
193949,36
193949,13
193949,16
2093,40
150999,22
150999,8
150999,33
551,74
551,16
41,20
122522,8
122522,3
122522,58
122522,68
122522,12
122522,50
94246,69
94246,16
97903,53
97903,19
197070,1
197070,2
197070,3
197070,4
197070,5
158435,40
158435,3
158435,35
158435,41
158435,16
50768,4
50768,21
50768,15
18100,22
18100,13
157403,30
157403,68
157403,38
204027,26
204027,29
25568,23
173064,12
173064,36
137649,4
137649,19
137649,5
137649,12
66056,8
66056,23
66056,21
66056,13
17396,73
17396,16
171233,8
171233,3
191051,12
104020,10
104020,30
136991,53
136991,3
136991,54
178336,51
5737,21
5737,13
181687,10
1634,1
1634,2
1634,3
1634,4
1634,5
179172,8
179172,23
179172,10
179172,64
185589,30
25669,40
68264,16
68264,56
152162,8
151007,8
151007,3
151007,4
151007,68
35497,25
35497,69
35497,79
142326,9
142326,2
142326,31
142326,13
200077,8
200077,10
200077,11
207691,52
130176,25
130176,8
130176,75
130176,24
130176,59
71671,31
164265,57
164265,42
164265,72
164265,28
183880,17
183880,12
183880,16
23094,10
23094,12
27364,8
27364,23
27364,10
27364,21
127518,14
127518,16
1465,8
191231,13
191231,38
131260,20
8203,40
8203,25
121410,23
121410,20
121410,54
121410,12
38159,39
38159,8
38159,42
38159,19
38159,28
38159,35
38159,43
1382,25
1382,59
1382,66
42910,22
42910,23
42910,9
124,48
34084,39
34084,8
34084,3
57390,53
57390,1
57390,3
57390,4
1608,2
1608,4
1608,16
1608,56
91536,20
91536,3
91536,4
37628,8
327,53
327,25
327,49
327,75
327,61
327,17
327,54
56692,8
56692,24
4099,23
4099,21
221,60
221,16
44163,10
44163,11
197443,39
197443,8
197443,42
197443,80
197443,44
21523,1
21523,2
21523,3
21523,4
154086,18
154086,10
154086,13
236191,8
236191,23
30381,23
30381,10
30618,58
30618,43
125678,8
125678,57
180593,10
180593,19
180593,37
159473,16
159473,56
121297,8
121297,30
6830,40
6830,42
6830,29
157001,8
157001,13
157001,52
195137,53
195137,1
195137,3
195137,4
153065,8
2507,73
2507,15
823,1
823,3
823,24
123955,49
123955,14
123955,16
230,10
230,2
230,12
230,36
230,38
833,74
833,16
132372,8
132372,21
157526,39
157526,8
157526,23
157526,9
157526,3
157526,35
8989,10
8989,21
8989,30
8989,38
91873,23
91873,10
91873,21
19100,25
19100,10
19100,26
19100,13
156091,76
156091,17
156091,35
156091,13
207830,8
207830,3
207830,4
207830,54
39953,8
39953,27
39953,3
39953,4
39953,21
39953,35
39953,24
40793,18
40793,20
157809,9
157809,20
140933,20
53093,16
53093,56
24068,1
24068,39
24068,8
24068,42
24068,19
24068,43
855,23
164338,9
164338,13
60435,59
60435,66
18258,12
18258,36
37836,22
37836,60
37836,16
17329,53
17329,25
17329,75
527,40
154246,25
95103,1
95103,5
147303,10
147303,30
25643,23
174660,23
201825,8
201825,3
207336,8
207336,23
207336,13
1261,40
1261,23
35815,1
35815,4
35815,19
35815,28
25821,39
25821,42
25821,19
25821,28
25821,43
143884,8
143884,23
143884,20
278,8
278,23
278,13
35052,16
35052,56
111124,39
111124,42
111124,20
111124,17
111124,64
111124,12
111124,36
111124,44
11825,30
11825,16
11825,56
184151,8
184151,27
184151,3
13823,8
13823,3
75449,10
75449,41
15126,16
15126,56
156858,44
156858,56
177802,8
177802,3
177802,19
177802,58
177802,21
177802,31
177802,12
177802,44
177802,50
134352,39
134352,8
134352,42
134352,35
134352,43
134352,64
134352,44
176544,10
176544,11
145639,53
145639,75
105,8
105,3
105,31
91080,14
91080,15
91080,16
104347,10
119591,15
119591,41
152470,21
152470,35
152470,15
152470,13
200954,8
200954,23
200954,26
22141,22
175199,8
1159,25
1159,48
1159,12
12995,1
12995,2
12995,3
12995,4
12995,67
12495,21
12495,30
16992,40
16992,3
37919,53
37919,23
37919,9
37919,4
37919,12
37919,36
131014,23
131014,21
177524,53
177524,25
177524,75
120523,76
120523,35
42452,25
42452,21
105037,8
105037,23
105037,10
105037,21
16395,40
16395,13
154386,21
102548,53
102548,2
102548,3
102548,4
102548,58
43022,39
43022,8
43022,3
43022,4
43022,32
137297,22
137297,8
143405,25
143405,8
143405,6
143405,3
230080,8
230080,21
194880,8
187377,8
187377,3
187377,58
187377,21
187377,31
187377,32
163154,22
163154,16
204836,61
204836,29
204836,54
182340,17
182340,12
182340,36
96007,8
96007,23
96007,10
96007,12
134253,8
134253,20
217449,40
217449,80
217449,29
197405,40
195560,5
112,39
112,8
112,21
112,35
75165,21
176165,25
176165,8
176165,3
171879,10
171879,11
109125,10
109125,41
109125,13
144041,39
144041,23
144041,9
144041,10
144041,35
144041,15
144041,13
9203,49
9203,8
9203,16
9203,55
21441,2
47055,10
47055,11
47055,12
47055,36
150312,39
150312,8
150312,3
150312,4
103,3
103,4
10,3
10,34
106,8
106,28
159109,8
159109,19
159109,12
222509,22
222509,9
222509,5
222509,31
222509,12
222509,13
29934,22
354,8
20542,16
20542,56
10640,2
10640,4
10640,19
10640,5
10640,12
10640,32
66,21
66,15
43443,3
43443,4
43443,21
72991,3
72991,21
129051,10
129051,11
195162,7
195162,32
902,8
902,4
902,30
902,68
2338,8
2338,2
2338,12
2338,36
15,39
15,35
15,12
33604,58
33604,43
160610,17
160610,12
165872,71
165872,15
165872,16
39684,10
117985,17
117985,35
117985,12
681,40
878,18
878,8
61692,10
61692,4
61692,16
61692,56
181796,8
181796,10
175324,39
175324,8
175324,42
1231,53
1231,43
16986,29
16986,54
138649,27
138649,57
138649,20
156714,18
156714,8
156714,23
156714,3
156714,19
3072,4
3072,5
3072,12
3072,16
182694,39
182694,42
182694,28
182694,24
184424,22
184424,9
184424,10
184424,35
163413,23
163413,10
152,8
152,81
122294,8
122294,3
19999,22
123499,8
123499,23
123499,9
123499,10
123499,3
127024,39
127024,42
127024,2
127024,19
127024,67
127024,35
127024,12
216459,1
216459,8
216459,2
22038,21
22038,35
22038,15
22038,16
176229,22
176229,8
176229,9
13780,21
13780,15
165986,63
135779,39
135779,42
135779,43
492,47
492,39
492,3
492,21
826,68
826,59
1540,4
1540,5
1540,12
1540,16
125548,8
125548,3
125548,4
125548,32
215341,8
215341,3
1897,2
1897,35
1897,12
1897,36
179572,23
179572,20
179572,21
41916,75
41916,3
41916,67
41916,72
58936,60
58936,21
58936,15
58936,16
220,8
13884,10
13884,3
142992,8
142992,59
142992,12
202670,52
202670,34
9220,39
9220,8
9220,2
9220,3
9220,43
85256,8
85256,69
85256,79
196,35
196,15
160902,27
160902,20
160902,3
160902,4
7480,22
7480,15
7480,13
7480,16
233247,9
234277,10
16496,22
16496,8
16496,20
63268,8
63268,75
63268,69
63268,43
63268,54
63268,66
1115,39
1115,8
101785,20
101785,16
101785,56
34194,25
94362,8
94362,3
191876,21
191876,41
166226,21
134453,24
134453,13
22484,40
24417,11
24417,29
24417,54
138431,4
138431,5
138431,12
139030,39
139030,21
139030,43
232918,1
232918,2
232918,32
423,10
423,52
83195,53
83195,8
83195,75
83195,54
141423,2
141423,3
141423,4
141423,30
141423,68
30658,22
30658,9
9446,8
9446,3
9446,4
55697,58
55697,35
92319,22
92319,9
92319,4
92319,31
92319,13
26,9
26,10
26,21
26,41
106662,25
106662,10
106662,48
123607,8
123607,3
123607,32
145371,22
145371,9
145371,10
145371,24
145371,13
167270,40
167270,23
205716,39
205716,5
205716,35
205716,15
205716,12
38862,38
19237,39
19237,8
19237,4
19237,58
19237,76
19237,35
19237,43
6411,40
6411,13
148943,39
148943,8
148943,42
148943,35
148943,15
143986,8
143986,20
143986,58
173090,8
173090,80
131111,8
131111,3
131111,4
131111,32
181810,40
181810,8
202426,10
202426,35
202426,12
3284,4
3284,5
3284,17
3284,12
2842,52
2842,38
40270,8
40270,27
40270,3
40270,19
40270,24
216092,8
216092,2
216092,29
216092,54
